name,category,address,phone,icon_url
Köfteci Yusufun Yeri,Köfte,Mahall AVM Mustafa Kemal Mah. Dumlupınar Bul. E Blok Çankaya Çankaya ANKARA,03124396629,http://ws.ticket.com.tr/iphone/images/icons/ST324.png
Köpoğlu,Ev Yemekleri,Aşağı Öveçler Mah. 1322 Cad. No:8/A Çankaya Çankaya ANKARA,03124824209,http://ws.ticket.com.tr/iphone/images/icons/ST303.png
Köroğlu İşkembecisi,Kebap/Türk Mutfağı,Prof.Ahmet Taner Kışlalı Mah.Alacatı Cad. No:9/1 B Çankaya Çankaya ANKARA,03125141111,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Köroğlu İşkembecisi,Kebap/Türk Mutfağı,Üniversiteler Mah.1597 Cad.No:3/57 Çankaya Çankaya ANKARA,03125141111,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Köşebaşı Piknik Büfe,Sandwich/Tost/Burger,Cumhuriyet Mah. Sakarya Cad. Kızılay Çankaya ANKARA,03124317870,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Ksc Cezzar Restaurant,Dünya Mutfağı,Oğuzlar Mah. Ceyhun Atuf Kansu Cad. No:35 Oğuzlar Çankaya ANKARA,03122857075,http://ws.ticket.com.tr/iphone/images/icons/ST308.png
Kuğulupark Restaurant Cafe,Kebap/Türk Mutfağı,Remzi Oğuz Arık Mah. Atatürk Bul. No:241/A Kavaklıdere Çankaya ANKARA,03124687850,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Kukla Kebap Döner,Kebap/Türk Mutfağı,Üniversiteler Mah. 1597 Cad. No:3/72 Bilkent Bilkent Çankaya ANKARA,03122660302,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Kule Sandviç,Sandwich/Tost/Burger,Söğütözü Mah. Söğütözü Cad. D Blok Koç Kuleleri No:12 Söğütözü Çankaya ANKARA,03125141187,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Kule Uludağ Kebap,Kebap/Türk Mutfağı,Sögütözü Mah. Söğütözü Cad. Adalet Sok. No:2/1 Söğütözü Çankaya ANKARA,03127170735,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Kumpir Evi,Kumpir,Panora AVM   PaNora AVM Oran Mah. Turan Güneş Bul. No:128/217 Or-An Çankaya ANKARA,03124915245,http://ws.ticket.com.tr/iphone/images/icons/ST320.png
Kumpir Evim,Kumpir,Kızılay Mah.Selanik Cad.No:53/B Kızılay Çankaya ANKARA,03129946919,http://ws.ticket.com.tr/iphone/images/icons/ST320.png
Kumpir Home,Kumpir,Cepa Avm. Mustafa Kemal Mah. 2123 Sok. N Mustafa Kemal Çankaya ANKARA,03122197374,http://ws.ticket.com.tr/iphone/images/icons/ST320.png
Kumpir House,Sandwich/Tost/Burger,Birlik Mah. 428. Cad. No:41/218 Birlik mah. Çankaya ANKARA,03121111111,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Kurabiyem,Sandwich/Tost/Burger,Beysukent Mah. Angora Bul. No:140 Çayyolu Çankaya ANKARA,03122358662,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Kuş Sütü Meze Evi,Dünya Mutfağı,Büyükesat Mah. Kahraman Kadın Sok. No:19/C Büyükesat Çankaya ANKARA,03124471677,http://ws.ticket.com.tr/iphone/images/icons/ST308.png
Küre Ev Yemekleri,Ev Yemekleri,Ehlibeyt Mah. Ceyhun Atıf Kansu Cad. No: Çankaya Çankaya ANKARA,03124737311,http://ws.ticket.com.tr/iphone/images/icons/ST303.png
La Palet,Pasta/Tatlı,Oran Mah. Ferit Recai Ertuğrul Cad. No : Çankaya Çankaya ANKARA,03124902929,http://ws.ticket.com.tr/iphone/images/icons/ST305.png
Labera,Pizza,Ceyhun Atıf Kansu Cad. No:31/A Balgat Çankaya ANKARA,03122859797,http://ws.ticket.com.tr/iphone/images/icons/ST312.png
Lahmacun King,Kebap/Türk Mutfağı,Armada AVM Beştepe Mah.Dumlupınar Bulv.N Söğütözü Çankaya ANKARA,03124418576,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Lakırtı Cafe,Pizza,Mebusevleri Mah. Dögol Cad. No:13/A Mebusevleri Çankaya ANKARA,03122232551,http://ws.ticket.com.tr/iphone/images/icons/ST312.png
Lalanga Ev Yemekleri,Ev Yemekleri,Aziziye Mah. Cinnah Cad. Willy Brant Sok. No:3/13 Çankaya Çankaya ANKARA,03124397358,http://ws.ticket.com.tr/iphone/images/icons/ST303.png
Leman Kültür,Sandwich/Tost/Burger,Remzi Oğuz Arık Mah. Bestekar Sok. No:80/13-14-15 Kavaklıdere Çankaya ANKARA,03124660620,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Lemonde,Dünya Mutfağı,Oran Mah. Zülfü Yiğrel Cad. No:1/5 Çankaya Çankaya ANKARA,03128008041,http://ws.ticket.com.tr/iphone/images/icons/ST308.png
Lezita Cafe,Sandwich/Tost/Burger,Barbaros Mah. Tunalı Hilmi Cad. No:86/6-7 Kavaklıdere Çankaya ANKARA,03124260006,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Leziz Restaurant,Kebap/Türk Mutfağı,Aşağı Öveçler Mah. 1324. Cad. 1334. Sok. No:8/1 Öveçler Çankaya ANKARA,03124736435,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Lezzet 51 Yaprak Döner,Kebap/Türk Mutfağı,Seyranbağları Mah. Bağlar Cad. No:95/B Seyranbağları Çankaya ANKARA,03124325565,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Lezzet Aspava,Kebap/Türk Mutfağı,Bahçelievler Mah. Aşkabat Cad. 69. Sok. No:23/A Yukarı Bahçelievler Çankaya ANKARA,03122154949,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Lezzet Döner Kebap,Kebap/Türk Mutfağı,Sancak Mah. 509. Cad. No:9 Sancak Çankaya ANKARA,03121111111,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Lezzetim Aspava,Kebap/Türk Mutfağı,Cumhuriyet Mah. İnkılap Sok. No:17 Kızılay Çankaya ANKARA,03124312400,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Liberica Cafe,Kahve,Yaşamkent Mah.3250 Cad.No:26/As Çayyolu Çankaya ANKARA,03121181476,http://ws.ticket.com.tr/iphone/images/icons/ST400.png
Little Caesars Pizza,Pizza,Ayrancı Mah. Hoşdere Cad. No:181/B Ayrancı Çankaya ANKARA,03124406523,http://ws.ticket.com.tr/iphone/images/icons/ST312.png
Little Caesars Pizza,Pizza,İşci Blokları Mah. Muhsin Yazıcıoğlu Cad. No:44/A Çukuranbar Çankaya ANKARA,03124758417,http://ws.ticket.com.tr/iphone/images/icons/ST312.png
Little Caesars Pizza,Pizza,Bahçelievler Mah. Prof.Muammer Aksoy Cad. No:7/A Bahçelievler Çankaya ANKARA,03122120772,http://ws.ticket.com.tr/iphone/images/icons/ST312.png
Little Caesars Pizza,Pizza,Ahmet Taner Kışlalı Mah. 2864. Cad. No:4 0/F Çankaya Çankaya ANKARA,03125353024,http://ws.ticket.com.tr/iphone/images/icons/ST312.png
Liva,Sandwich/Tost/Burger,Büyük Esat Mah. Uğur Mumcu Cad. No:80/A Büyükesat Çankaya ANKARA,03124373636,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Liva,Pasta/Tatlı,Ümit Mah. 2432. Cadde 2494/3 Sok. No:13 Çayyolu Çankaya ANKARA,03122359500,http://ws.ticket.com.tr/iphone/images/icons/ST305.png
Liva,Pasta/Tatlı,Dumlupınar Bul. Mustafa Kemal Mah. Mahall İş ve Yaşam Merkezi Mustafa Kemal Çankaya ANKARA,03125026504,http://ws.ticket.com.tr/iphone/images/icons/ST305.png
Liva Pastaneleri,Pasta/Tatlı,Barbaros Mah. Buğday Sok. No:6/2 Küçükesat Çankaya ANKARA,03124473358,http://ws.ticket.com.tr/iphone/images/icons/ST305.png
Liva Pastanesi,Pasta/Tatlı,Farabi Sk No: 12/A Çankaya Çankaya ANKARA,03124686061,http://ws.ticket.com.tr/iphone/images/icons/ST305.png
Liva Pastanesi Ayrancı,Pasta/Tatlı,Remzi Oğuz Arık Mah. Güvenlik Cad. No:53/C Aşağı Ayrancı Çankaya ANKARA,03124668230,http://ws.ticket.com.tr/iphone/images/icons/ST305.png
Liva Pastanesi Çukurambar,Pasta/Tatlı,Kızılırmak Mah. Muhsin Yazıcıoğlu Cad. No:11/A Balgat Çankaya ANKARA,03122854600,http://ws.ticket.com.tr/iphone/images/icons/ST305.png
Liva Pastanesi Taurus,Pasta/Tatlı,İşçi Blokları Mah. Mevlana Bul. No:190/B-231 Balgat Çankaya ANKARA,03123871390,http://ws.ticket.com.tr/iphone/images/icons/ST305.png
Liva Pastanesi Yıldız,Pasta/Tatlı,Hilal Mah. 702 Sok. No:7/A_B Yıldız Çankaya ANKARA,03124686061,http://ws.ticket.com.tr/iphone/images/icons/ST305.png
Lokal 71,Deniz Mahsulleri,Üniversiteler Mah. 1597. Cad. No:12/32 Bilkent Çankaya ANKARA,03122664071,http://ws.ticket.com.tr/iphone/images/icons/ST301.png
Look & Fries,Sandwich/Tost/Burger,Ehlibeyt Mah. Ceyhun Akuf Kansu Cad. No: Çankaya Çankaya ANKARA,03120750065,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Loophole,Dünya Mutfağı,Bahçelievler Mah. Mareşal Fevzi Çakmak No:18/1 Bahçelievler Çankaya ANKARA,03122132555,http://ws.ticket.com.tr/iphone/images/icons/ST308.png
Lunch Quick,Kebap/Türk Mutfağı,Cevizlidere Mah. Gökkuşağı Cad. No:27/B Cevizlidere Çankaya ANKARA,03124810020,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Mack House,Sandwich/Tost/Burger,Akgüç Petrol   Akgüç Petrol Eskişehir Yolu 14. Km Erler Mah. Dumlupınar Bul. No:344 Balgat Çankaya ANKARA,03122876225,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Mackbear Coffee,Dünya Mutfağı,Oran Mah. Kudüs Cad. No:6/1 One Tower Av Çankaya Çankaya ANKARA,03121111111,http://ws.ticket.com.tr/iphone/images/icons/ST308.png
Mackbear Coffee Co.,Kahve,Mahall Avm. Mustafa Kemal Mah. Dumlupına Mustafa Kemal Çankaya ANKARA,03121111111,http://ws.ticket.com.tr/iphone/images/icons/ST400.png
Mado,Pasta/Tatlı,Arcadium AVM Koru Mah. 8. Cad. No:192-Z0 Çayyolu Çankaya ANKARA,03122404200,http://ws.ticket.com.tr/iphone/images/icons/ST305.png
Mado,Pizza,Büyükesat Mah. Uğur Mumcu Cad. No:31/1-3 Gaziosmanpaşa Çankaya ANKARA,03126815455,http://ws.ticket.com.tr/iphone/images/icons/ST312.png
Mado - Kentpark AVM,Sandwich/Tost/Burger,Kent Park AVM   Kent Park AVM Mustafa Kemal Mah. Çankaya Çankaya ANKARA,03122199139,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Mado Bilkent,Sandwich/Tost/Burger,Üniversiteler Mah. Bilkent Bul. No:36 Bilkent Çankaya ANKARA,03122661200,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Malatya Kahvaltı Sarayı,Sandwich/Tost/Burger,100. Yıl Mah. Reşit Galip Cad. No:30/C Çankaya Çankaya ANKARA,03127830575,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Maltepe Aspava,Pide,Maltepe Mah. GMK Blv. No:73 Çankaya Çankaya ANKARA,03123016402,http://ws.ticket.com.tr/iphone/images/icons/ST307.png
Mamas Burger,Sandwich/Tost/Burger,Bahçelievler Mah. Azerbaycan Cad. No:21/ Bahçelievler Çankaya ANKARA,03123625743,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Mama's Burger,Sandwich/Tost/Burger,Remzi Oğuz Arık Mah. Tunalı Hilmi Cad. Remzioğuz Çankaya ANKARA,03124674525,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Mama'S Burger,Sandwich/Tost/Burger,Gültepe Mah. Hoşdere Cad. No:210/C Çankaya Çankaya ANKARA,03127909761,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Mama's Burger,Sandwich/Tost/Burger,Keklikpinari Mah. 906. Sok No:3D/3 Çankaya Çankaya ANKARA,03127909761,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Mammaliga,Dünya Mutfağı,Aziziye Mah Cinnah Cad. Willy Brand Sok. Çankaya Çankaya ANKARA,03125894388,http://ws.ticket.com.tr/iphone/images/icons/ST308.png
Manas Pide Kebap,Pide,Naci Çakır Mah. Sinan Cad. No:4/A Çankaya Çankaya ANKARA,03124801920,http://ws.ticket.com.tr/iphone/images/icons/ST307.png
Marka Döner,Kebap/Türk Mutfağı,Meşrutiyet mah.Meşrutiyet cad.No:20/C Çankaya Çankaya ANKARA,03123753775,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Masabaşı Kebap,Kebap/Türk Mutfağı,Nasuh Akar Mah. Ziyabey Cad. No:35/5-6-7 Balgat Çankaya ANKARA,03122854742,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Masabaşı Kebapçısı,Kebap/Türk Mutfağı,Remzi Oğuz Arık Mah. Bestekar Cad. No:78/A Remzioğuz Çankaya ANKARA,03124302627,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Maşa Restaurant,Kebap/Türk Mutfağı,Çankaya Mah. Cinnah Cad. Katip Çelebi Sok. No:24/A Çankaya Çankaya ANKARA,03124288465,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Matchless Burger,Dünya Mutfağı,Aşağı Öveçler Mah.1331 Cad.No:1/A Çankaya Çankaya ANKARA,03122036718,http://ws.ticket.com.tr/iphone/images/icons/ST308.png
Maya Cafe,Pizza,Oğuzlar Mah. Ceyhun Atıf Kansu Cad. No:46/7-8 Balgat Çankaya ANKARA,03122873030,http://ws.ticket.com.tr/iphone/images/icons/ST312.png
Maydonoz Döner,Kebap/Türk Mutfağı,Fakületeler Mah. Cemal Gürsel Cad. No:65 Fakülteler Çankaya ANKARA,03123191010,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Maydonoz Döner,Kebap/Türk Mutfağı,Bahçelievler Mah.Azerbaycan Cad.No:16/A Çankaya Çankaya ANKARA,03122232303,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Maydonoz Döner,Kebap/Türk Mutfağı,Harbiye Mah. Mimar Cad. No:20/A Harbiye Çankaya ANKARA,03125808980,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Maydonoz Döner,Kebap/Türk Mutfağı,Büyükesat Mah. Uğur Mumcu Cad. No:89/A Çankaya Çankaya ANKARA,03124466393,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Maydonoz Döner,Kebap/Türk Mutfağı,Meşrutiyet Mah. Yüksel Cad. No:5/13 Çankaya Çankaya ANKARA,03121111111,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
McDonald's,Sandwich/Tost/Burger,Alacaatlı Mah. Şehit Eren Bülbül Cad. No Çankaya Çankaya ANKARA,03123363400,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
McDonald's,Sandwich/Tost/Burger,Armada AVM   Armada AVM Beştepe Mah. Dumlupınar Bul. No:6 Söğütözü Çankaya ANKARA,03122056075,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
McDonald's,Sandwich/Tost/Burger,Aydınlı Mah. Dikmen Cad. No:292/5 Dikmen Çankaya ANKARA,03121111111,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
McDonald's,Sandwich/Tost/Burger,Bahçelievler mah.7.cad. Cami durağı No:38 Bahçelievler Çankaya ANKARA,03123363400,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
McDonald's,Sandwich/Tost/Burger,Büyükesat Mah. Örnek Apt. Gaziosmanpaşa Çankaya ANKARA,03124468559,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
McDonald's,Sandwich/Tost/Burger,Cumhuriyet Mah. Tuna Cad. Ataürk Bul. Kızılay Çankaya ANKARA,03124301880,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
McDonald's,Sandwich/Tost/Burger,Gordion AVM   Gordion AVM Koru Mah. Eskişehir Yolu 16. Km Çağlayan Kavşağı Çayyolu Çankaya ANKARA,03122367112,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
McDonald's,Sandwich/Tost/Burger,Kent Park AVM   Kent Park AVM Mustafa Kemal Mah. Eskişehir Yolu Çayyolu Çankaya ANKARA,03122199152,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
McDonald's,Sandwich/Tost/Burger,Meşrutiyet Mah. Karanfil Sok. No:26 Kızılay Çankaya ANKARA,03124240080,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
McDonald's,Sandwich/Tost/Burger,Mutlukent Mah.Doğan Taşdelen Bulv.No:59 Çankaya Çankaya ANKARA,03123363400,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
McDonald's,Sandwich/Tost/Burger,Panora AVM Turan Güneş Bulv No:182/228 Çankaya Çankaya ANKARA,03123363400,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Mcdonald'S,Sandwich/Tost/Burger,Prof Dr.Ahmet Taner Kışlalı Mah. 2864 Cad. No:25C Çankaya Çankaya ANKARA,03123363400,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
McDonald's,Sandwich/Tost/Burger,Sok.ullu Mehmet Paşa Mah. Çetin Emeç Bul. Balgat Çankaya ANKARA,03124738029,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
McDonald's,Sandwich/Tost/Burger,Yıldızevler Mah.Turan Güneş Bulv.No:2/105 Çankaya Çankaya ANKARA,03123363400,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Meal Up,Ev Yemekleri,Kentpark Avm. Eskişehir Yolu 7. Km No:16 Çankaya Çankaya ANKARA,03126067280,http://ws.ticket.com.tr/iphone/images/icons/ST303.png
Mealup,Sandwich/Tost/Burger,Mustafa Kemal Mah. Dumlupınar Bulvarı No:280/G Çankaya Çankaya ANKARA,03124338573,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Mefi Anne Yemekleri,Kebap/Türk Mutfağı,Üniversiteler Mah. 1597. Cad. Ankuva İşMerkezi No:12/3 Bilkent Çankaya ANKARA,03122663777,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Megabite Cafe Bistro,Kebap/Türk Mutfağı,Türk Telekom Odtü Teknokent Yerleşkesi No:1 ODTÜ Çankaya ANKARA,03122101002,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Mehmet Bey İskender,Kebap/Türk Mutfağı,Çukurambar Mah. 1425. Cad. No:29/K Çukuranbar Çankaya ANKARA,03125222280,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Melon Pasta Bistro Tatlı,Pasta/Tatlı,Arka Topraklık Mah. Tozcular Sokak No:1/ A Çankaya Çankaya ANKARA,03124320419,http://ws.ticket.com.tr/iphone/images/icons/ST305.png
Mersinli Ciğerci Apo,Kebap/Türk Mutfağı,Balgat Mah. Ziyabey Cad. No:38 A/B Balgat Çankaya ANKARA,03122841444,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Mersinli Ciğerci Apo,Kebap/Türk Mutfağı,Ziyabey Cad. 57/A Balgat Çankaya Balgat Çankaya ANKARA,031251712,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Mersinli Ciğerci Halil,Kebap/Türk Mutfağı,Korkut Reis Mah. Sezenler Sok. Lozan Apt. No:2/A Çankaya Çankaya ANKARA,03124380450,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Mesimli Ciğerci Apo,Kebap/Türk Mutfağı,Mutlukent Mah. Doğan Taşdelen Bulv. No:9 Çankaya Çankaya ANKARA,03122350633,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Meşhur Ankara Simitçisi,Börek,Çankaya Mah. Cennet Cad. No:21/6 Çankaya Çankaya ANKARA,03124684333,http://ws.ticket.com.tr/iphone/images/icons/ST313.png
Meşhur Aspava,Kebap/Türk Mutfağı,Mustafa Kemal Mah. 2156 Sok. No:18/B Çankaya Çankaya ANKARA,03124306686,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Meşhur Aspava,Kebap/Türk Mutfağı,Aşağı Öveçler Mah. Kabil Cad. No:12/A Öveçler Çankaya ANKARA,03124783391,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Meşhur Aspava,Pide,Alacaatlı Mah. 3381. Cadde No:2/F Çayyolu Çankaya ANKARA,03123191939,http://ws.ticket.com.tr/iphone/images/icons/ST307.png
Meşhur Aspava,Kebap/Türk Mutfağı,Mustafa Kemal Mah. 2120 Cad. No:5/B Çankaya Çankaya ANKARA,03127296898,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Meşhur Aspava Selanik,Pide,Meşrutiyet Mah. Karanfil-1 Sok. No:17/B Meşrutiyet Çankaya ANKARA,03124178717,http://ws.ticket.com.tr/iphone/images/icons/ST307.png
Meşhur Dürüm Aspava,Kebap/Türk Mutfağı,Kocatepe Mah. Selanik Cad. No:17/A Kızılay Kocatepe Çankaya ANKARA,0312312,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Meşhur Gülçimen Aspava,Kebap/Türk Mutfağı,Bişkek Cad. No:74/B Emek Emek Çankaya ANKARA,03122231001,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Meşhur Gülçimen Aspava,Köfte,Mustafa Kemal Mah. 2120 Cad. No:23/B Mustafa Kemal Çankaya ANKARA,03126320442,http://ws.ticket.com.tr/iphone/images/icons/ST324.png
Meşhur Gülçimen Aspava,Kebap/Türk Mutfağı,Barbaros Mah. Esat Cad. No:110 Çankaya Çankaya ANKARA,03124363824,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Meşhur Kebap Mantı Evi Unlu Mamulleri,Kebap/Türk Mutfağı,Cebeci Mah. Kutlugün Sok. No:15/G Cebeci Çankaya ANKARA,03123628299,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Meşhur Özçelik Aspava Pide ve Dürüm,Pide,Küçükesat Mah. Belligün Sok. No:10/H Küçükesat Çankaya ANKARA,03124369139,http://ws.ticket.com.tr/iphone/images/icons/ST307.png
Meşhur Tandırcı Mithatpaşa İşkembecisi,Kebap/Türk Mutfağı,Fidanlık Mah. Mithatpaşa Cad. No:21/A Fidanlık Çankaya ANKARA,03124352232,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Meşhur Yıldırım Aspava,Kebap/Türk Mutfağı,Mebusevler Mah. Anıt Cad. No:10/B Tandoğan Çankaya ANKARA,03122150067,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Meşhur Yıldızerler Köftecisi,Kebap/Türk Mutfağı,Mutluköy Sitesi 1943 Cad. No:4 Çankaya Çankaya ANKARA,03121111111,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Meydan Lokanta Kahvaltı,Kebap/Türk Mutfağı,Konutkent Mh. 3028. Cd. No:8E Çankaya Ankara Konutkent Çankaya ANKARA,05337496482,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Meygede Restaurant,Ev Yemekleri,Güzeltepe Mah. Simon Bolivar Cad. Ahmet Mithat Efendi Sok. No:5/A Çankaya Çankaya ANKARA,03124394696,http://ws.ticket.com.tr/iphone/images/icons/ST303.png
Mickey's by Las Chicas,Dünya Mutfağı,Üniversiteler Mah. 1597 Cad. No:3/52 Bilkent Çankaya ANKARA,0312312,http://ws.ticket.com.tr/iphone/images/icons/ST308.png
Mickey's By LasChicas,Dünya Mutfağı,Beştepe Mah.Dumlupınar Bulv.No:6 B Blok 31 Mustafa Kemal Çankaya ANKARA,05322380043,http://ws.ticket.com.tr/iphone/images/icons/ST308.png
Midpoint,Dünya Mutfağı,Bilkent AVM Üniversitler Mah. 1597 Cad. Çankaya Çankaya ANKARA,03127703706,http://ws.ticket.com.tr/iphone/images/icons/ST308.png
Midpoint,Dünya Mutfağı,Mutlukent Mah. 1597 Sok. No:3/55 Bilkent Çankaya ANKARA,03127703706,http://ws.ticket.com.tr/iphone/images/icons/ST308.png
Mint Garden Cafe,Kebap/Türk Mutfağı,Söğütözü Mah. 2176 Cad. No:14/1 Çankaya Çankaya ANKARA,03128760888,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Miran Etli Ekmek Ve Köfte,Pide,Mustafa Kemal Mah. 2127 Cad. Manolya Apt Mustafa Kemal Çankaya ANKARA,03122194242,http://ws.ticket.com.tr/iphone/images/icons/ST307.png
Mis Başak,Pasta/Tatlı,Öveçler Mah. 1042. Cad. 1341. Sok. Öveçler Çankaya ANKARA,03124828679,http://ws.ticket.com.tr/iphone/images/icons/ST305.png
Misbaşak,Sandwich/Tost/Burger,Yıldızevler Mah. Turan Güneş Bul. No:11/23 Yıldız Çankaya ANKARA,03124428383,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Misbaşak,Pasta/Tatlı,1066 Cad. No:52/A Cevizlidere Çankaya ANKARA,03129266472,http://ws.ticket.com.tr/iphone/images/icons/ST305.png
Miss Mantı Evi,Kebap/Türk Mutfağı,Taurus AVM İşçi Blokları Mah. Mevlena Bul. Cad. Çankaya Çankaya ANKARA,03122840005,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Miss Manti Evi,Mantı,Taurus AVM İşçi Blokları Mah. Mevlena Bul. Cad. İşçi Blokları Çankaya ANKARA,03122840005,http://ws.ticket.com.tr/iphone/images/icons/ST319.png
Mm Coffee N Snacks,Kahve,Üniversiteler Mah. 1596 Cad. 6. Arge No: Beytepe Çankaya ANKARA,03122930312,http://ws.ticket.com.tr/iphone/images/icons/ST400.png
Mocaco Coffee,Dünya Mutfağı,Bahçelievler Mah.Azerbaycan Cad.No:5/A Çankaya Çankaya ANKARA,03122157071,http://ws.ticket.com.tr/iphone/images/icons/ST308.png
Mogo Korean Food,Dünya Mutfağı,Mustafa Kemal Mah. Dumlupınar Blv. No:16 4/1 Mustafa Kemal Çankaya ANKARA,03128007078,http://ws.ticket.com.tr/iphone/images/icons/ST308.png
Mozaik Pide Kebap,Kebap/Türk Mutfağı,Harbiye Mah.Sokullu Mehmet Paşa Cad.No:105/A Çankaya Çankaya ANKARA,03124792457,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Mozaik Pide Ve Kebap,Kebap/Türk Mutfağı,Malazgirt Mah. 930. Sok. No:1/A Dikmen Çankaya ANKARA,03124760302,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Mutlu Döner,Kebap/Türk Mutfağı,Demirtepe Mah. Gmk Bul. Yonca Pasajı No:20/D Kızılay Çankaya ANKARA,03122324213,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Mutlu Döner,Kebap/Türk Mutfağı,Aşağı Ayrancı Mah. Güvenlik Cad. No:59/A Aşağı Ayrancı Çankaya ANKARA,03124283242,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Mutlu Kebap,Kebap/Türk Mutfağı,Remzi Oğuz Arık Mah. Tunus Cad. No:8/A Kavaklıdere Çankaya ANKARA,03124173299,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Mutlu Sokak Lezzetleri,Köfte,Balgat Mah.Ziyabey Cad.No:12/B Çankaya Çankaya ANKARA,03121436363,http://ws.ticket.com.tr/iphone/images/icons/ST324.png
Müdür Dürüm,Kebap/Türk Mutfağı,Ahmet Taner Kışlalı Mah. 2864 Cad. No:42 Çayyolu Çankaya ANKARA,03128602767,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Müjgan,Sandwich/Tost/Burger,100 Yıl İşci Blokları Mah. 1516 Cad. 1533 Sok. No:2/24 Ortadoğu Çankaya ANKARA,03122846456,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
